Phenotype Name,Code Type,Code Description,Code
Peripheral Vascular Disease ,Read2,Endovas ins stent graft for infrarenal abdom aortic aneurysm,7A1C0
Peripheral Vascular Disease ,Read2,Endovas insert of stent graft for suprarenal aortic aneurysm,7A1C1
Peripheral Vascular Disease ,Read2,Endovas insert stent for aortic aneurysm of bifurcation NEC,7A1BC
Peripheral Vascular Disease ,Read2,Endovas insertion of stent graft for aorto-uniiliac aneurysm,7A1C5
Peripheral Vascular Disease ,Read2,Endovascul insert stent infrarenal abdominal aortic aneurysm,7A1B8
Peripheral Vascular Disease ,Read2,Endovascular insertion of stent for aorto-uniiliac aneurysm,7A1BD
Peripheral Vascular Disease ,Read2,Endovascular insertion of stent for thoracic aortic aneurysm,7A1BA
Peripheral Vascular Disease ,Read2,Endovascular insertion stent for suprarenal aortic aneurysm,7A1B9
Peripheral Vascular Disease ,Read2,Endovascular laser ablation of varicose vein of leg,7A697
Peripheral Vascular Disease ,Read2,Endovascular radiofrequency ablation of varicose vein of leg,7A696
Peripheral Vascular Disease ,Read2,Endovascular stenting for aortic aneurysm of bifurcation NEC,7A1B6
Peripheral Vascular Disease ,Read2,Endovascular stenting for aorto-uniiliac aneurysm,7A1B7
Peripheral Vascular Disease ,Read2,Endovascular stenting infrarenal abdominal aortic aneurysm,7A1B0
Peripheral Vascular Disease ,Read2,Endovascular stenting of aorto-uniiliac aneurysm,7A1B5
Peripheral Vascular Disease ,Read2,Endovascular stenting of suprarenal aortic aneurysm,7A1B1
Peripheral Vascular Disease ,Read2,Endovascular stenting of thoracic aortic aneurysm,7A1B2
Peripheral Vascular Disease ,Read2,Epigastric hernia with gangrene,J3302
Peripheral Vascular Disease ,Read2,Erythrocyanosis,G73y7
Peripheral Vascular Disease ,Read2,Erythromelalgia,G73y8
Peripheral Vascular Disease ,Read2,Excision of aneurysm of cerebral artery,7A230
Peripheral Vascular Disease ,Read2,Excision of aneurysm of circle of Willis,7A231
Peripheral Vascular Disease ,Read2,Extremity artery atheroma,G702.
Peripheral Vascular Disease ,Read2,Extremity artery atheroma NOS,G702z
Peripheral Vascular Disease ,Read2,False aneurysm,G724.
Peripheral Vascular Disease ,Read2,Femoral hernia with gangrene,J310.
Peripheral Vascular Disease ,Read2,Femoral hernia with gangrene NOS,J310z
Peripheral Vascular Disease ,Read2,Femoro-femoral prosthetic cross over graft,7A413
Peripheral Vascular Disease ,Read2,Femoro-femoral prosthetic cross over graft,7A48E
Peripheral Vascular Disease ,Read2,Fournier's gangrene of scrotum,K2846
Peripheral Vascular Disease ,Read2,Gangrene - intestine,J420.
Peripheral Vascular Disease ,Read2,Gangrene of finger,G7322
Peripheral Vascular Disease ,Read2,Gangrene of foot,G7321
Peripheral Vascular Disease ,Read2,Gangrene of hand,G7324
Peripheral Vascular Disease ,Read2,Gangrene of thumb,G7323
Peripheral Vascular Disease ,Read2,Gangrene of toe,G7320
Peripheral Vascular Disease ,Read2,Gas gangrene,A3A0.
Peripheral Vascular Disease ,Read2,Gas gangrene,A3A05
Peripheral Vascular Disease ,Read2,Gas gangrene caused by clostridium histolyticum,A3A00
Peripheral Vascular Disease ,Read2,Gas gangrene caused by clostridium oedematiens,A3A01
Peripheral Vascular Disease ,Read2,Gas gangrene caused by clostridium perfringens,A3A02
Peripheral Vascular Disease ,Read2,Gas gangrene-foot,A3A0F
Peripheral Vascular Disease ,Read2,Gas gangrene-hand,A3A0B
Peripheral Vascular Disease ,Read2,Gas gangrene-leg,A3A0E
Peripheral Vascular Disease ,Read2,Gestational phlebitis NOS,L41z5
Peripheral Vascular Disease ,Read2,H/O: aortic aneurysm,14AE.
Peripheral Vascular Disease ,Read2,H/O: arterial lower limb ulcer,14F7.
Peripheral Vascular Disease ,Read2,H/O: Deep Vein Thrombosis,14A81
Peripheral Vascular Disease ,Read2,H/O: Peripheral vascular disease procedure,14NB.
Peripheral Vascular Disease ,Read2,H/O: phlebitis,14AG.
Peripheral Vascular Disease ,Read2,H/O: varicose veins,14A9.
Peripheral Vascular Disease ,Read2,Hepatic vein thrombosis,G820.
Peripheral Vascular Disease ,Read2,Hiatus hernia with gangrene,J344.
Peripheral Vascular Disease ,Read2,IDDM with peripheral circulatory disorder,C1073
Peripheral Vascular Disease ,Read2,Iliac endarterectomy and patch,7A420
Peripheral Vascular Disease ,Read2,Ilio-femoral prosthetic cross over graft,7A41F
Peripheral Vascular Disease ,Read2,Incision of varicose vein of leg,7A695
Peripheral Vascular Disease ,Read2,Incisional hernia with gangrene,J3301
Peripheral Vascular Disease ,Read2,Inflammatory abdominal aortic aneurysm,G7141
Peripheral Vascular Disease ,Read2,Infrarenal abdominal aortic aneurysm,G7142
Peripheral Vascular Disease ,Read2,Inguinal hernia with gangrene,J300.
Peripheral Vascular Disease ,Read2,Inguinal hernia with gangrene NOS,J300z
Peripheral Vascular Disease ,Read2,Injection into varicose vein of leg,7A68.
Peripheral Vascular Disease ,Read2,Injection into varicose vein of leg NOS,7A68z
Peripheral Vascular Disease ,Read2,Injection of sclerosing substance into varicose vein leg NEC,7A684
Peripheral Vascular Disease ,Read2,Injection of sclerosing substance into varicose vein of leg,7A680
Peripheral Vascular Disease ,Read2,Insertion of iliac artery stent,7A443
Peripheral Vascular Disease ,Read2,Insulin dependent diab mell with peripheral angiopathy,C108G
Peripheral Vascular Disease ,Read2,Intermittent claudication,G73z0
Peripheral Vascular Disease ,Read2,Ischaemia of legs,G73..
Peripheral Vascular Disease ,Read2,Ischaemic foot,G733.
Peripheral Vascular Disease ,Read2,Ischaemic leg ulcer,M271.
Peripheral Vascular Disease ,Read2,Ischaemic toe,2G63.
Peripheral Vascular Disease ,Read2,Ischaemic ulcer diabetic foot,M2710
Peripheral Vascular Disease ,Read2,Juxtarenal aortic aneurysm,G7140
Peripheral Vascular Disease ,Read2,Leaking abdominal aortic aneurysm,G718.
Peripheral Vascular Disease ,Read2,Ligation of aneurysm of cerebral artery NEC,7A234
Peripheral Vascular Disease ,Read2,Ligation of aneurysm of circle of Willis NEC,7A235
Peripheral Vascular Disease ,Read2,Ligation of aneurysm of popliteal artery,7A4A4
Peripheral Vascular Disease ,Read2,Ligation of perforating varicose vein of leg,7A673
Peripheral Vascular Disease ,Read2,Ligation of recurrent varicose vein of leg,7A672
Peripheral Vascular Disease ,Read2,Ligation of varicose vein of leg,7A67.
Peripheral Vascular Disease ,Read2,Ligation of varicose vein of leg NOS,7A67z
Peripheral Vascular Disease ,Read2,Linton ligation of perforating varicose vein of leg,7A673
Peripheral Vascular Disease ,Read2,Local excision of varicose vein of leg,7A694
Peripheral Vascular Disease ,Read2,Mayo stripping of varicose vein,7A692
Peripheral Vascular Disease ,Read2,Mixed venous and arterial leg ulcer,M2714
Peripheral Vascular Disease ,Read2,NIDDM with peripheral circulatory disorder,C1074
Peripheral Vascular Disease ,Read2,Non-insulin-dependent d m with peripheral angiopath,C109F
Peripheral Vascular Disease ,Read2,Nothnagel's vasomotor acroparaesthesia,G73y5
Peripheral Vascular Disease ,Read2,O/E - arterial wall - aneurysm,2456
Peripheral Vascular Disease ,Read2,O/E - gangrene,2I16.
Peripheral Vascular Disease ,Read2,O/E - phlebitis,2I17.
Peripheral Vascular Disease ,Read2,O/E - retinal microaneurysms,2BB4.
Peripheral Vascular Disease ,Read2,O/E - varicose veins,2482
Peripheral Vascular Disease ,Read2,Obliteration of aneurysm of cerebral artery NEC,7A236
Peripheral Vascular Disease ,Read2,Obliteration of aneurysm of circle of Willis NEC,7A237
Peripheral Vascular Disease ,Read2,Obstetric air pulmonary embolism,L430.
Peripheral Vascular Disease ,Read2,Obstetric blood-clot pulmonary embolism,L432.
Peripheral Vascular Disease ,Read2,Obstetric pulmonary embolism,L43..
Peripheral Vascular Disease ,Read2,Obstetric pulmonary embolism NOS,L43z.
Peripheral Vascular Disease ,Read2,Obstetric pulmonary embolism NOS,L43zz
Peripheral Vascular Disease ,Read2,Obstetric pulmonary embolism NOS - delivered,L43z1
Peripheral Vascular Disease ,Read2,Obstetric pulmonary embolism NOS with postnatal complication,L43z4
Peripheral Vascular Disease ,Read2,"Obstetric pulmonary embolism NOS, unspecified",L43z0
Peripheral Vascular Disease ,Read2,Open embolectomy of bifurcation of aorta,7A192
Peripheral Vascular Disease ,Read2,Open embolectomy of common iliac artery,7A431
Peripheral Vascular Disease ,Read2,Open embolectomy of femoral artery,7A4A2
Peripheral Vascular Disease ,Read2,Open embolectomy of iliac artery,7A431
Peripheral Vascular Disease ,Read2,Open embolectomy popliteal artery,7A4A3
Peripheral Vascular Disease ,Read2,Open femoral embolectomy,7A4A2
Peripheral Vascular Disease ,Read2,Open insertion of iliac artery stent,7A433
Peripheral Vascular Disease ,Read2,Open thrombectomy of femoral artery,7A4A2
Peripheral Vascular Disease ,Read2,Open thrombectomy of popliteal artery,7A4A3
Peripheral Vascular Disease ,Read2,Operation on aneurysm of aorta NEC,7A194
Peripheral Vascular Disease ,Read2,Operation on aneurysm of artery NEC,7A534
Peripheral Vascular Disease ,Read2,Operation on aneurysm of axillary artery,7A27D
Peripheral Vascular Disease ,Read2,Operation on aneurysm of brachial artery,7A27E
Peripheral Vascular Disease ,Read2,Operation on aneurysm of carotid artery,7A214
Peripheral Vascular Disease ,Read2,Operation on aneurysm of femoral artery NEC,7A4A5
Peripheral Vascular Disease ,Read2,Operation on aneurysm of iliac artery NEC,7A432
Peripheral Vascular Disease ,Read2,Operation on aneurysm of inferior mesenteric artery NEC,7A34E
Peripheral Vascular Disease ,Read2,Operation on aneurysm of renal artery,7A313
Peripheral Vascular Disease ,Read2,Operation on aneurysm of subclavian artery,7A27C
Peripheral Vascular Disease ,Read2,Operation on aneurysm of superior mesenteric artery NEC,7A34D
Peripheral Vascular Disease ,Read2,Operation on aneurysm of suprarenal artery NEC,7A34F
Peripheral Vascular Disease ,Read2,Operation on aneurysm of vertebral artery,7A27F
Peripheral Vascular Disease ,Read2,Operation on aneurysm visceral branch of abdominal aorta NEC,7A34K
Peripheral Vascular Disease ,Read2,Operation on cerebral artery/ circle of Willis aneurysm NOS,7A23z
Peripheral Vascular Disease ,Read2,Operation on cerebral artery/ circle of Willis aneurysm OS,7A23y
Peripheral Vascular Disease ,Read2,OS translum ins stent graft for aneurysmal segment of aorta,7A1Cy
Peripheral Vascular Disease ,Read2,Other aneurysm,G72..
Peripheral Vascular Disease ,Read2,Other aneurysm NOS,G72yz
Peripheral Vascular Disease ,Read2,Other bypass of bifurcation of aorta,7A12.
Peripheral Vascular Disease ,Read2,Other bypass of bifurcation of aorta NOS,7A12z
Peripheral Vascular Disease ,Read2,Other bypass of common femoral artery,7A48.
Peripheral Vascular Disease ,Read2,Other bypass of coronary artery,792D.
Peripheral Vascular Disease ,Read2,Other bypass of coronary artery NOS,792Dz
Peripheral Vascular Disease ,Read2,Other bypass of femoral artery,7A48.
Peripheral Vascular Disease ,Read2,Other bypass of femoral artery or popliteal artery,7A48.
Peripheral Vascular Disease ,Read2,Other bypass of femoral artery or popliteal artery NOS,7A48z
Peripheral Vascular Disease ,Read2,Other bypass of femoral artery or popliteal artery OS,7A48y
Peripheral Vascular Disease ,Read2,Other bypass of femoral or popliteal artery by anastomosis,7A48.
Peripheral Vascular Disease ,Read2,Other bypass of iliac artery,7A41.
Peripheral Vascular Disease ,Read2,Other bypass of iliac artery by anastomosis,7A41.
Peripheral Vascular Disease ,Read2,Other bypass of iliac artery NOS,7A41z
Peripheral Vascular Disease ,Read2,Other bypass of popliteal artery,7A48.
Peripheral Vascular Disease ,Read2,Other bypass of segment of aorta,7A16.
Peripheral Vascular Disease ,Read2,Other bypass of segment of aorta NOS,7A16z
Peripheral Vascular Disease ,Read2,Other bypass of superficial femoral artery,7A48.
Peripheral Vascular Disease ,Read2,Other congenital anomaly of peripheral vascular system NOS,P76yz
Peripheral Vascular Disease ,Read2,Other embolism and thrombosis,G82y.
Peripheral Vascular Disease ,Read2,Other emerg bypass femoral or popliteal art by anastomosis,7A47.
Peripheral Vascular Disease ,Read2,Other emergency bypass of common femoral artery,7A47.
Peripheral Vascular Disease ,Read2,Other emergency bypass of deep femoral artery,7A47.
Peripheral Vascular Disease ,Read2,Other emergency bypass of femoral artery,7A47.
Peripheral Vascular Disease ,Read2,Other emergency bypass of femoral artery or popliteal artery,7A47.
Peripheral Vascular Disease ,Read2,Other emergency bypass of femoral or popliteal artery NOS,7A47z
Peripheral Vascular Disease ,Read2,Other emergency bypass of femoral or popliteal artery OS,7A47y
Peripheral Vascular Disease ,Read2,Other emergency bypass of popliteal artery,7A47.
Peripheral Vascular Disease ,Read2,Other emergency bypass of segment of aorta,7A15.
Peripheral Vascular Disease ,Read2,Other emergency bypass of segment of aorta NOS,7A15z
Peripheral Vascular Disease ,Read2,Other emergency bypass of superficial femoral artery,7A47.
Peripheral Vascular Disease ,Read2,Other open operation on femoral or popliteal artery OS,7A4Ay
Peripheral Vascular Disease ,Read2,Other open operations on common femoral artery,7A4A.
Peripheral Vascular Disease ,Read2,Other open operations on common iliac artery,7A43.
Peripheral Vascular Disease ,Read2,Other open operations on femoral artery or popliteal artery,7A4A.
Peripheral Vascular Disease ,Read2,Other open operations on iliac artery,7A43.
Peripheral Vascular Disease ,Read2,Other open operations on popliteal artery,7A4A.
Peripheral Vascular Disease ,Read2,Other open operations on superficial femoral artery,7A4A.
Peripheral Vascular Disease ,Read2,Other operation on varicose vein of leg NOS,7A69z
Peripheral Vascular Disease ,Read2,Other operations on varicose vein of leg,7A69.
Peripheral Vascular Disease ,Read2,Other peripheral vascular disease,G73..
Peripheral Vascular Disease ,Read2,Other peripheral vascular system anomalies,P76..
Peripheral Vascular Disease ,Read2,Other phlebitis and thrombophlebitis,G80y.
Peripheral Vascular Disease ,Read2,Other phlebitis and thrombophlebitis NOS,G80yz
Peripheral Vascular Disease ,Read2,Other phlebitis and thrombosis in pregnancy and puerperium,L415.
Peripheral Vascular Disease ,Read2,Other phlebitis in the puerperium,L4156
Peripheral Vascular Disease ,Read2,Other phlebitis/thrombosis in preg/puerperium + a/n comp,L4153
Peripheral Vascular Disease ,Read2,Other phlebitis/thrombosis in pregnancy/puerperium - deliv,L4151
Peripheral Vascular Disease ,Read2,Other phlebitis/thrombosis in pregnancy/puerperium unsp,L4150
Peripheral Vascular Disease ,Read2,Other replacement aneurysmal femoral artery by anastomosis,7A46.
Peripheral Vascular Disease ,Read2,Other replacement of aneurysmal femoral artery,7A46.
Peripheral Vascular Disease ,Read2,Other replacement of aneurysmal femoral/popliteal artery NOS,7A46z
Peripheral Vascular Disease ,Read2,Other replacement of aneurysmal femoral/popliteal artery OS,7A46y
Peripheral Vascular Disease ,Read2,Other replacement of aneurysmal popliteal artery,7A46.
Peripheral Vascular Disease ,Read2,Other replacement of aneurysmal segment of aorta,7A14.
Peripheral Vascular Disease ,Read2,Other replacement of aneurysmal segment of aorta NOS,7A14z
Peripheral Vascular Disease ,Read2,Other replacement of aneurysmal segment of aorta OS,7A14y
Peripheral Vascular Disease ,Read2,Other replacement of aneurysmal superficial femoral artery,7A46.
Peripheral Vascular Disease ,Read2,Other specified abdominal cavity hernia with gangrene,J3y0.
Peripheral Vascular Disease ,Read2,Other specified combined operations on varicose vein of leg,7A6Ly
Peripheral Vascular Disease ,Read2,Other specified injection into varicose vein of leg,7A68y
Peripheral Vascular Disease ,Read2,Other specified ligation of varicose vein of leg,7A67y
Peripheral Vascular Disease ,Read2,Other specified other bypass of bifurcation of aorta,7A12y
Peripheral Vascular Disease ,Read2,Other specified other bypass of coronary artery,792Dy
Peripheral Vascular Disease ,Read2,Other specified other bypass of iliac artery,7A41y
Peripheral Vascular Disease ,Read2,Other specified other bypass of segment of aorta,7A16y
Peripheral Vascular Disease ,Read2,Other specified other emergency bypass of segment of aorta,7A15y
Peripheral Vascular Disease ,Read2,Other specified other operation on varicose vein of leg,7A69y
Peripheral Vascular Disease ,Read2,Other specified other transluminal embolisation of aneurysm,7A5By
Peripheral Vascular Disease ,Read2,Other specified peripheral vascular disease,G73y.
Peripheral Vascular Disease ,Read2,Other specified peripheral vascular disease NOS,G73yz
Peripheral Vascular Disease ,Read2,Other specified reconstruction of iliac artery,7A42y
Peripheral Vascular Disease ,Read2,Other specified replacement of aneurysmal iliac artery,7A40y
Peripheral Vascular Disease ,Read2,Other specified transluminal coil embolisation of aneurysm,7A58y
Peripheral Vascular Disease ,Read2,Other specified transluminal operation on iliac artery,7A44y
Peripheral Vascular Disease ,Read2,Other specified transluminal operations on varicose vein leg,7A6My
Peripheral Vascular Disease ,Read2,Other specified varicose veins,G85y.
Peripheral Vascular Disease ,Read2,Other transluminal embolisation of aneurysm,7A5B.
Peripheral Vascular Disease ,Read2,Other transluminal embolisation of aneurysm NOS,7A5Bz
Peripheral Vascular Disease ,Read2,Other varicose veins,G85..
Peripheral Vascular Disease ,Read2,Other varicose veins NOS,G85z.
Peripheral Vascular Disease ,Read2,Other venous embolism and thrombosis,G82..
Peripheral Vascular Disease ,Read2,Paraumbilical hernia with gangrene,J3201
Peripheral Vascular Disease ,Read2,Penis vein thrombosis,G82z1
Peripheral Vascular Disease ,Read2,Perc trans stent assisted coil embolisation single aneurysm,7A5A2
Peripheral Vascular Disease ,Read2,Perc translum balloon assist coil embolisat single aneurysm,7A592
Peripheral Vascular Disease ,Read2,Perc transluminal laser ablation of varicose vein of leg NEC,7A6M3
Peripheral Vascular Disease ,Read2,Percut translum thrombolysis femoral graft streptokinase,7A4B8
Peripheral Vascular Disease ,Read2,Percutaneous coil embolisation of cerebral artery aneurysm,7A238
Peripheral Vascular Disease ,Read2,Percutaneous translumin liquid polymer embolisation aneurysm,7A5B0
Peripheral Vascular Disease ,Read2,Percutaneous transluminal angioplasty inf mesenteric art NEC,7A352
Peripheral Vascular Disease ,Read2,Percutaneous transluminal angioplasty of aorta NEC,7A1A1
Peripheral Vascular Disease ,Read2,Percutaneous transluminal angioplasty of artery NEC,7A540
Peripheral Vascular Disease ,Read2,Percutaneous transluminal angioplasty of axillary artery,7A28C
Peripheral Vascular Disease ,Read2,Percutaneous transluminal angioplasty of blood vessel liver,78083
Peripheral Vascular Disease ,Read2,Percutaneous transluminal angioplasty of brachial artery,7A281
Peripheral Vascular Disease ,Read2,Percutaneous transluminal angioplasty of carotid artery,7A220
Peripheral Vascular Disease ,Read2,Percutaneous transluminal angioplasty of coeliac artery NEC,7A350
Peripheral Vascular Disease ,Read2,Percutaneous transluminal angioplasty of femoral artery,7A4B0
Peripheral Vascular Disease ,Read2,Percutaneous transluminal angioplasty of iliac artery,7A440
Peripheral Vascular Disease ,Read2,Percutaneous transluminal angioplasty of popliteal artery,7A4B1
Peripheral Vascular Disease ,Read2,Percutaneous transluminal angioplasty of renal artery,7A320
Peripheral Vascular Disease ,Read2,Percutaneous transluminal angioplasty of subclavian artery,7A280
Peripheral Vascular Disease ,Read2,Percutaneous transluminal angioplasty of vascular graft,7A6H4
Peripheral Vascular Disease ,Read2,Percutaneous transluminal angioplasty of vein NEC,7A6S0
Peripheral Vascular Disease ,Read2,Percutaneous transluminal angioplasty of vertebral artery,7A282
Peripheral Vascular Disease ,Read2,Percutaneous transluminal angioplasty sup mesenteric art NEC,7A351
Peripheral Vascular Disease ,Read2,Percutaneous transluminal angioplasty suprarenal artery NEC,7A353
Peripheral Vascular Disease ,Read2,Percutaneous transluminal coil embolisation aneurysm giant,7A583
Peripheral Vascular Disease ,Read2,Percutaneous transluminal coil embolisation aneurysm medium,7A581
Peripheral Vascular Disease ,Read2,Percutaneous transluminal coil embolisation aneurysm small,7A580
Peripheral Vascular Disease ,Read2,Percutaneous transluminal embolectomy of femoral artery,7A4B2
Peripheral Vascular Disease ,Read2,Percutaneous transluminal embolectomy of iliac artery,7A441
Peripheral Vascular Disease ,Read2,Percutaneous transluminal embolectomy of popliteal artery,7A4B3
Peripheral Vascular Disease ,Read2,Percutaneous transluminal embolisation of femoral artery,7A4B4
Peripheral Vascular Disease ,Read2,Percutaneous transluminal embolisation of popliteal artery,7A4B5
Peripheral Vascular Disease ,Read2,Percutaneous transluminal insertion of iliac artery stent,7A444
Peripheral Vascular Disease ,Read2,Percutaneous transluminal insertion of stent femoral artery,7A4B9
Peripheral Vascular Disease ,Read2,Perineal obstetric varicose veins,L411.
Peripheral Vascular Disease ,Read2,Peripheral angiopathic disease EC NOS,G73y1
Peripheral Vascular Disease ,Read2,Peripheral arterial disease,G734.
Peripheral Vascular Disease ,Read2,Peripheral arterial embolism and thrombosis NOS,G742z
Peripheral Vascular Disease ,Read2,Peripheral arterio-venous aneurysm,P766.
Peripheral Vascular Disease ,Read2,Peripheral gangrene,G732.
Peripheral Vascular Disease ,Read2,Peripheral ischaemia,G73..
Peripheral Vascular Disease ,Read2,Peripheral ischaemic vascular disease,G73..
Peripheral Vascular Disease ,Read2,Peripheral vascular complications of care,SP12.
Peripheral Vascular Disease ,Read2,Peripheral vascular complications of care NOS,SP12z
Peripheral Vascular Disease ,Read2,Peripheral vascular disease NOS,G73z.
Peripheral Vascular Disease ,Read2,Peripheral vascular disease NOS,G73zz
Peripheral Vascular Disease ,Read2,Peripheral vascular system anomaly NOS,P76z.
Peripheral Vascular Disease ,Read2,Phlebitis - postpartum,L4122
Peripheral Vascular Disease ,Read2,Phlebitis after infusion,SP320
Peripheral Vascular Disease ,Read2,Phlebitis and thrombophlebitis,G80..
Peripheral Vascular Disease ,Read2,Phlebitis and thrombophlebitis NOS,G80z.
Peripheral Vascular Disease ,Read2,Phlebitis and thrombophlebitis NOS,G80zz
Peripheral Vascular Disease ,Read2,Phlebitis and thrombophlebitis of intracranial sinuses,F05..
Peripheral Vascular Disease ,Read2,Phlebitis and thrombophlebitis of the iliac vein NOS,G80y8
Peripheral Vascular Disease ,Read2,Phlebitis and thrombophlebitis of the leg NOS,G802.
Peripheral Vascular Disease ,Read2,Phlebitis and/or thrombophlebitis of iliac vein,G80y.
Peripheral Vascular Disease ,Read2,Phlebitis as a complication of care,SP120
Peripheral Vascular Disease ,Read2,Phlebitis NOS,G80z0
Peripheral Vascular Disease ,Read2,Phlebitis of a superficial leg vein NOS,G8002
Peripheral Vascular Disease ,Read2,Phlebitis of portal vein,J621.
Peripheral Vascular Disease ,Read2,Phlebitis of the anterior tibial vein,G8012
Peripheral Vascular Disease ,Read2,Phlebitis of the common iliac vein,G80y0
Peripheral Vascular Disease ,Read2,Phlebitis of the external iliac vein,G80y2
Peripheral Vascular Disease ,Read2,Phlebitis of the femoral vein,G8010
Peripheral Vascular Disease ,Read2,Phlebitis of the iliac vein unspecified,G80y3
Peripheral Vascular Disease ,Read2,Phlebitis of the long saphenous vein,G8000
Peripheral Vascular Disease ,Read2,Phlebitis of the popliteal vein,G8011
Peripheral Vascular Disease ,Read2,Phlebitis of the posterior tibial vein,G8014
Peripheral Vascular Disease ,Read2,Phlebitis of the short saphenous vein,G8001
Peripheral Vascular Disease ,Read2,Portal vein thrombosis,G81..
Peripheral Vascular Disease ,Read2,Post operative deep vein thrombosis,SP122
Peripheral Vascular Disease ,Read2,Post radiological femoral false aneurysm,G7236
Peripheral Vascular Disease ,Read2,Postnatal deep vein thrombosis,L414.
Peripheral Vascular Disease ,Read2,Postnatal deep vein thrombosis NOS,L414z
Peripheral Vascular Disease ,Read2,Postnatal deep vein thrombosis unspecified,L4140
Peripheral Vascular Disease ,Read2,Postnatal deep vein thrombosis with postnatal complication,L4142
Peripheral Vascular Disease ,Read2,Presenile gangrene,G7311
Peripheral Vascular Disease ,Read2,Profundoplasty and patch repair of popliteal artery,7A495
Peripheral Vascular Disease ,Read2,Profundoplasty femoral artery & patch repair deep fem artery,7A494
Peripheral Vascular Disease ,Read2,Profundoplasty of femoral artery NEC,7A496
Peripheral Vascular Disease ,Read2,Profundoplasty of popliteal artery NEC,7A497
Peripheral Vascular Disease ,Read2,Puerperal phlebitis,L4122
Peripheral Vascular Disease ,Read2,Puerperal phlebitis NOS,L41z6
Peripheral Vascular Disease ,Read2,Pulmonary arterio-venous aneurysm,P736.
Peripheral Vascular Disease ,Read2,Pulmonary artery aneurysm,P737.
Peripheral Vascular Disease ,Read2,Pulmonary embolism,G401.
Peripheral Vascular Disease ,Read2,Pulmonary embolism following abortive pregnancy,L0964
Peripheral Vascular Disease ,Read2,Pulp gangrene,J0210
Peripheral Vascular Disease ,Read2,Radiofrequency ablation of varicose vein of leg,7A6M1
Peripheral Vascular Disease ,Read2,Raynaud's disease,G7300
Peripheral Vascular Disease ,Read2,Raynaud's phenomenon,G7301
Peripheral Vascular Disease ,Read2,Raynaud's syndrome,G730.
Peripheral Vascular Disease ,Read2,Raynaud's syndrome NOS,G730z
Peripheral Vascular Disease ,Read2,Reconstruction of common femoral artery,7A49.
Peripheral Vascular Disease ,Read2,Reconstruction of common iliac artery,7A42.
Peripheral Vascular Disease ,Read2,Reconstruction of femoral artery,7A49.
Peripheral Vascular Disease ,Read2,Reconstruction of femoral artery or popliteal artery,7A49.
Peripheral Vascular Disease ,Read2,Reconstruction of femoral artery with vein graft,7A498
Peripheral Vascular Disease ,Read2,Reconstruction of femoral or popliteal artery NOS,7A49z
Peripheral Vascular Disease ,Read2,Reconstruction of femoral or popliteal artery OS,7A49y
Peripheral Vascular Disease ,Read2,Reconstruction of iliac artery,7A42.
Peripheral Vascular Disease ,Read2,Reconstruction of iliac artery NOS,7A42z
Peripheral Vascular Disease ,Read2,Reconstruction of popliteal artery,7A49.
Peripheral Vascular Disease ,Read2,Reconstruction of popliteal artery with vein graft,7A499
Peripheral Vascular Disease ,Read2,Reconstruction of superficial femoral artery,7A49.
Peripheral Vascular Disease ,Read2,Recurrent deep vein thrombosis,G801G
Peripheral Vascular Disease ,Read2,Recurrent pulmonary embolism,G4011
Peripheral Vascular Disease ,Read2,Renal artery atherosclerosis,G701.
Peripheral Vascular Disease ,Read2,Repair of aneurysm of coronary artery,79271
Peripheral Vascular Disease ,Read2,Repair of aortic sinus of Valsalva aneurysm,791B5
Peripheral Vascular Disease ,Read2,Repair of common iliac artery NEC,7A430
Peripheral Vascular Disease ,Read2,Repair of femoral artery NEC,7A4A0
Peripheral Vascular Disease ,Read2,Repair of femoral artery with temporary silastic shunt,7A4A7
Peripheral Vascular Disease ,Read2,Repair of iliac artery NEC,7A430
Peripheral Vascular Disease ,Read2,Repair of left ventricular aneurysm,790N3
Peripheral Vascular Disease ,Read2,Repair of popliteal artery NEC,7A4A1
Peripheral Vascular Disease ,Read2,Repair of popliteal artery with temporary silastic shunt,7A4A8
Peripheral Vascular Disease ,Read2,Repair of right ventricular aneurysm,790N2
Peripheral Vascular Disease ,Read2,Replace aneurysm abdominal aorta by anast aorta to aorta NEC,7A144
Peripheral Vascular Disease ,Read2,Replace aneurysm ascend aorta by anast of aorta/aorta NEC,7A140
Peripheral Vascular Disease ,Read2,Replace aneurysm bifurc aorta by anast aorta to femoral art,7A111
Peripheral Vascular Disease ,Read2,Replace aneurysm bifurc aorta by anast aorta to iliac artery,7A113
Peripheral Vascular Disease ,Read2,Replace aneurysm fem art by fem/pop art anastom c prosth NEC,7A460
Peripheral Vascular Disease ,Read2,Replace aneurysm fem artery by fem/fem art anastomosis NEC,7A46C
Peripheral Vascular Disease ,Read2,Replace aneurysm iliac art by aorta/ext iliac art anast NEC,7A40A
Peripheral Vascular Disease ,Read2,Replace aneurysm pop art by pop/pop a anast c vein graft NEC,7A463
Peripheral Vascular Disease ,Read2,Replace aneurysm pop art by pop/pop art anastom c prosth NEC,7A461
Peripheral Vascular Disease ,Read2,Replace aneurysm popliteal artery by pop/fem anastomosis NEC,7A46D
Peripheral Vascular Disease ,Read2,Replace aneurysm thoracic aorta by anast of aorta/aorta NEC,7A141
Peripheral Vascular Disease ,Read2,Replacement of aneurysmal bifurcation of aorta,7A11.
